DICOM Location,Cluster Label
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0510.2015.12.22.18.10.55.420810.358291960.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0170.2015.12.22.18.10.55.420810.358282445.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0317.2015.12.22.18.10.55.420810.358285973.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0250.2015.12.22.18.10.55.420810.358284365.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0386.2015.12.22.18.10.55.420810.358287629.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0444.2015.12.22.18.10.55.420810.358289021.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0263.2015.12.22.18.10.55.420810.358284677.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0042.2015.12.22.18.10.55.420810.358279373.IMA,2
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0465.2015.12.22.18.10.55.420810.358289525.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0320.2015.12.22.18.10.55.420810.358286045.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0056.2015.12.22.18.10.55.420810.358279709.IMA,2
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0555.2015.12.22.18.10.55.420810.358293040.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0205.2015.12.22.18.10.55.420810.358283285.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0219.2015.12.22.18.10.55.420810.358283621.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0403.2015.12.22.18.10.55.420810.358288037.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0455.2015.12.22.18.10.55.420810.358289285.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0110.2015.12.22.18.10.55.420810.358281005.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0519.2015.12.22.18.10.55.420810.358292176.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0439.2015.12.22.18.10.55.420810.358288901.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0233.2015.12.22.18.10.55.420810.358283957.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0039.2015.12.22.18.10.55.420810.358279301.IMA,2
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0325.2015.12.22.18.10.55.420810.358286165.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0501.2015.12.22.18.10.55.420810.358291744.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0113.2015.12.22.18.10.55.420810.358281077.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0406.2015.12.22.18.10.55.420810.358288109.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0156.2015.12.22.18.10.55.420810.358282109.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0246.2015.12.22.18.10.55.420810.358284269.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0201.2015.12.22.18.10.55.420810.358283189.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0293.2015.12.22.18.10.55.420810.358285397.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0197.2015.12.22.18.10.55.420810.358283093.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0476.2015.12.22.18.10.55.420810.358289789.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0331.2015.12.22.18.10.55.420810.358286309.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0009.2015.12.22.18.10.55.420810.358276531.IMA,2
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0432.2015.12.22.18.10.55.420810.358288733.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0380.2015.12.22.18.10.55.420810.358287485.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0534.2015.12.22.18.10.55.420810.358292536.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0273.2015.12.22.18.10.55.420810.358284917.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0420.2015.12.22.18.10.55.420810.358288445.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0188.2015.12.22.18.10.55.420810.358282877.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0514.2015.12.22.18.10.55.420810.358292056.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0397.2015.12.22.18.10.55.420810.358287893.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0109.2015.12.22.18.10.55.420810.358280981.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0136.2015.12.22.18.10.55.420810.358281629.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0167.2015.12.22.18.10.55.420810.358282373.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0247.2015.12.22.18.10.55.420810.358284293.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0230.2015.12.22.18.10.55.420810.358283885.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0404.2015.12.22.18.10.55.420810.358288061.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0025.2015.12.22.18.10.55.420810.358276915.IMA,2
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0094.2015.12.22.18.10.55.420810.358280621.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0333.2015.12.22.18.10.55.420810.358286357.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0021.2015.12.22.18.10.55.420810.358276819.IMA,2
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0054.2015.12.22.18.10.55.420810.358279661.IMA,2
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0364.2015.12.22.18.10.55.420810.358287101.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0222.2015.12.22.18.10.55.420810.358283693.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0525.2015.12.22.18.10.55.420810.358292320.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0133.2015.12.22.18.10.55.420810.358281557.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0538.2015.12.22.18.10.55.420810.358292632.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0427.2015.12.22.18.10.55.420810.358288613.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0027.2015.12.22.18.10.55.420810.358276963.IMA,2
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0171.2015.12.22.18.10.55.420810.358282469.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0195.2015.12.22.18.10.55.420810.358283045.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0402.2015.12.22.18.10.55.420810.358288013.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0338.2015.12.22.18.10.55.420810.358286477.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0296.2015.12.22.18.10.55.420810.358285469.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0033.2015.12.22.18.10.55.420810.358277107.IMA,2
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0351.2015.12.22.18.10.55.420810.358286789.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0002.2015.12.22.18.10.55.420810.358276363.IMA,2
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0504.2015.12.22.18.10.55.420810.358291816.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0098.2015.12.22.18.10.55.420810.358280717.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0121.2015.12.22.18.10.55.420810.358281269.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0215.2015.12.22.18.10.55.420810.358283525.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0046.2015.12.22.18.10.55.420810.358279469.IMA,2
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0070.2015.12.22.18.10.55.420810.358280045.IMA,2
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0270.2015.12.22.18.10.55.420810.358284845.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0183.2015.12.22.18.10.55.420810.358282757.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0024.2015.12.22.18.10.55.420810.358276891.IMA,2
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0190.2015.12.22.18.10.55.420810.358282925.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0086.2015.12.22.18.10.55.420810.358280429.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0134.2015.12.22.18.10.55.420810.358281581.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0395.2015.12.22.18.10.55.420810.358287845.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0271.2015.12.22.18.10.55.420810.358284869.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0122.2015.12.22.18.10.55.420810.358281293.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0028.2015.12.22.18.10.55.420810.358276987.IMA,2
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0342.2015.12.22.18.10.55.420810.358286573.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0391.2015.12.22.18.10.55.420810.358287749.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0277.2015.12.22.18.10.55.420810.358285013.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0071.2015.12.22.18.10.55.420810.358280069.IMA,2
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0169.2015.12.22.18.10.55.420810.358282421.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0489.2015.12.22.18.10.55.420810.358290101.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0408.2015.12.22.18.10.55.420810.358288157.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0438.2015.12.22.18.10.55.420810.358288877.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0041.2015.12.22.18.10.55.420810.358279349.IMA,2
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0184.2015.12.22.18.10.55.420810.358282781.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0166.2015.12.22.18.10.55.420810.358282349.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0239.2015.12.22.18.10.55.420810.358284101.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0161.2015.12.22.18.10.55.420810.358282229.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0124.2015.12.22.18.10.55.420810.358281341.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0037.2015.12.22.18.10.55.420810.358277203.IMA,2
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0557.2015.12.22.18.10.55.420810.358293088.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0172.2015.12.22.18.10.55.420810.358282493.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0553.2015.12.22.18.10.55.420810.358292992.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0372.2015.12.22.18.10.55.420810.358287293.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0524.2015.12.22.18.10.55.420810.358292296.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0475.2015.12.22.18.10.55.420810.358289765.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0076.2015.12.22.18.10.55.420810.358280189.IMA,2
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0314.2015.12.22.18.10.55.420810.358285901.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0240.2015.12.22.18.10.55.420810.358284125.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0415.2015.12.22.18.10.55.420810.358288325.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0479.2015.12.22.18.10.55.420810.358289861.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0077.2015.12.22.18.10.55.420810.358280213.IMA,2
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0138.2015.12.22.18.10.55.420810.358281677.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0369.2015.12.22.18.10.55.420810.358287221.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0019.2015.12.22.18.10.55.420810.358276771.IMA,2
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0242.2015.12.22.18.10.55.420810.358284173.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0088.2015.12.22.18.10.55.420810.358280477.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0079.2015.12.22.18.10.55.420810.358280261.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0182.2015.12.22.18.10.55.420810.358282733.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0299.2015.12.22.18.10.55.420810.358285541.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0158.2015.12.22.18.10.55.420810.358282157.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0377.2015.12.22.18.10.55.420810.358287413.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0485.2015.12.22.18.10.55.420810.358290005.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0498.2015.12.22.18.10.55.420810.358290317.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0356.2015.12.22.18.10.55.420810.358286909.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0053.2015.12.22.18.10.55.420810.358279637.IMA,2
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0112.2015.12.22.18.10.55.420810.358281053.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0285.2015.12.22.18.10.55.420810.358285205.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0262.2015.12.22.18.10.55.420810.358284653.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0365.2015.12.22.18.10.55.420810.358287125.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0483.2015.12.22.18.10.55.420810.358289957.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0020.2015.12.22.18.10.55.420810.358276795.IMA,2
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0249.2015.12.22.18.10.55.420810.358284341.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0362.2015.12.22.18.10.55.420810.358287053.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0446.2015.12.22.18.10.55.420810.358289069.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0067.2015.12.22.18.10.55.420810.358279973.IMA,2
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0264.2015.12.22.18.10.55.420810.358284701.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0423.2015.12.22.18.10.55.420810.358288517.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0322.2015.12.22.18.10.55.420810.358286093.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0267.2015.12.22.18.10.55.420810.358284773.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0060.2015.12.22.18.10.55.420810.358279805.IMA,2
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0311.2015.12.22.18.10.55.420810.358285829.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0503.2015.12.22.18.10.55.420810.358291792.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0059.2015.12.22.18.10.55.420810.358279781.IMA,2
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0284.2015.12.22.18.10.55.420810.358285181.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0187.2015.12.22.18.10.55.420810.358282853.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0396.2015.12.22.18.10.55.420810.358287869.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0468.2015.12.22.18.10.55.420810.358289597.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0349.2015.12.22.18.10.55.420810.358286741.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0421.2015.12.22.18.10.55.420810.358288469.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0533.2015.12.22.18.10.55.420810.358292512.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0090.2015.12.22.18.10.55.420810.358280525.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0075.2015.12.22.18.10.55.420810.358280165.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0390.2015.12.22.18.10.55.420810.358287725.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0345.2015.12.22.18.10.55.420810.358286645.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0274.2015.12.22.18.10.55.420810.358284941.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0494.2015.12.22.18.10.55.420810.358290221.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0050.2015.12.22.18.10.55.420810.358279565.IMA,2
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0425.2015.12.22.18.10.55.420810.358288565.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0078.2015.12.22.18.10.55.420810.358280237.IMA,2
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0073.2015.12.22.18.10.55.420810.358280117.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0255.2015.12.22.18.10.55.420810.358284485.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0008.2015.12.22.18.10.55.420810.358276507.IMA,2
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0515.2015.12.22.18.10.55.420810.358292080.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0217.2015.12.22.18.10.55.420810.358283573.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0376.2015.12.22.18.10.55.420810.358287389.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0266.2015.12.22.18.10.55.420810.358284749.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0559.2015.12.22.18.10.55.420810.358293136.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0235.2015.12.22.18.10.55.420810.358284005.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0452.2015.12.22.18.10.55.420810.358289213.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0319.2015.12.22.18.10.55.420810.358286021.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0023.2015.12.22.18.10.55.420810.358276867.IMA,2
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0509.2015.12.22.18.10.55.420810.358291936.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0407.2015.12.22.18.10.55.420810.358288133.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0466.2015.12.22.18.10.55.420810.358289549.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0229.2015.12.22.18.10.55.420810.358283861.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0135.2015.12.22.18.10.55.420810.358281605.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0281.2015.12.22.18.10.55.420810.358285109.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0344.2015.12.22.18.10.55.420810.358286621.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0160.2015.12.22.18.10.55.420810.358282205.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0335.2015.12.22.18.10.55.420810.358286405.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0518.2015.12.22.18.10.55.420810.358292152.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0442.2015.12.22.18.10.55.420810.358288973.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0178.2015.12.22.18.10.55.420810.358282637.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0106.2015.12.22.18.10.55.420810.358280909.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0542.2015.12.22.18.10.55.420810.358292728.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0375.2015.12.22.18.10.55.420810.358287365.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0131.2015.12.22.18.10.55.420810.358281509.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0095.2015.12.22.18.10.55.420810.358280645.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0552.2015.12.22.18.10.55.420810.358292968.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0225.2015.12.22.18.10.55.420810.358283765.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0063.2015.12.22.18.10.55.420810.358279877.IMA,2
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0140.2015.12.22.18.10.55.420810.358281725.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0500.2015.12.22.18.10.55.420810.358290365.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0065.2015.12.22.18.10.55.420810.358279925.IMA,2
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0256.2015.12.22.18.10.55.420810.358284509.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0107.2015.12.22.18.10.55.420810.358280933.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0199.2015.12.22.18.10.55.420810.358283141.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0278.2015.12.22.18.10.55.420810.358285037.IMA,1
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0142.2015.12.22.18.10.55.420810.358281773.IMA,0
/root/mayo2016/L067/quarter_1mm/L067_QD_1_1.CT.0003.0308.2015.12.22.18.10.55.420810.358285757.IMA,1
